local,visita,goles_local,goles_visita,torneo_id,temporada
San Marino,Faroe Islands,1,2,0,2026
Scotland,Japan,0,1,0,2026
Senegal,Peru,2,0,0,2026
United States,Belgium,2,5,0,2026
Kyrgyzstan,Madagascar,2,5,0,2026
Botswana,Zimbabwe,0,3,1,2026
Namibia,Comoros,0,0,1,2026
American Samoa,Guam,0,6,1,2026
Puerto Rico,United States Virgin Islands,2,0,1,2026
Armenia,Belarus,1,2,0,2026
Colombia,France,1,3,0,2026
Lithuania,Georgia,0,2,0,2026
Macau,Tanzania,0,6,1,2026
Aruba,Liechtenstein,4,1,1,2026
Martinique,El Salvador,0,1,1,2026
Dominican Republic,Cuba,1,1,1,2026
Barbados,Saint Vincent and the Grenadines,2,3,1,2026
Bonaire,Saint Martin,0,3,1,2026
British Virgin Islands,Anguilla,4,0,1,2026
Cayman Islands,Bahamas,1,0,1,2026
Cyprus,Moldova,3,2,0,2026
Germany,Ghana,2,1,0,2026
Azerbaijan,Sierra Leone,1,1,1,2026
Saint Kitts and Nevis,Solomon Islands,4,2,1,2026
Indonesia,Bulgaria,0,1,1,2026
Cape Verde,Finland,1,1,1,2026
New Zealand,Chile,4,1,1,2026
Grenada,Kenya,0,3,1,2026
Rwanda,Estonia,2,0,1,2026
Gabon,Trinidad and Tobago,2,2,1,2026
Uzbekistan,Venezuela,0,0,1,2026
Guyana,Belize,3,1,1,2026
Dominica,Sint Maarten,0,0,1,2026
Algeria,Uruguay,0,0,0,2026
Argentina,Zambia,5,0,0,2026
Austria,South Korea,1,0,0,2026
Benin,Guinea,1,0,1,2026
Brazil,Croatia,3,1,0,2026
Burkina Faso,Guinea-Bissau,1,1,0,2026
Canada,Tunisia,0,0,0,2026
Costa Rica,Iran,0,5,0,2026
England,Japan,0,1,0,2026
Equatorial Guinea,Madagascar,1,1,0,2026
Haiti,Iceland,1,1,0,2026
Hungary,Greece,0,0,0,2026
Ivory Coast,Scotland,1,0,0,2026
Jordan,Nigeria,2,2,0,2026
Liberia,Libya,2,2,1,2026
Botswana,Malawi,1,0,1,2026
Mexico,Belgium,1,1,0,2026
Montenegro,Slovenia,2,3,0,2026
Morocco,Paraguay,2,1,0,2026
Netherlands,Ecuador,1,1,0,2026
Niger,Togo,0,1,1,2026
Norway,Switzerland,0,0,0,2026
Peru,Honduras,2,2,0,2026
Russia,Mali,0,0,0,2026
Republic of Ireland,North Macedonia,0,0,0,2026
San Marino,Andorra,0,0,0,2026
Senegal,Gambia,3,1,0,2026
Serbia,Saudi Arabia,2,1,0,2026
Slovakia,Romania,2,0,0,2026
South Africa,Panama,1,2,0,2026
Spain,Egypt,0,0,0,2026
Ukraine,Albania,1,0,0,2026
United States,Portugal,0,2,0,2026
Wales,Northern Ireland,1,1,0,2026
DR Congo,Jamaica,1,0,1,2026
Iraq,Bolivia,2,1,1,2026
Bosnia and Herzegovina,Italy,1,1,1,2026
Sweden,Poland,3,2,1,2026
Kosovo,Turkey,0,1,1,2026
Czech Republic,Denmark,2,2,1,2026
Cameroon,China,2,0,1,2026
Australia,Curaçao,5,1,1,2026
Kazakhstan,Comoros,1,0,1,2026
Republic of Ireland,Grenada,5,0,0,2026
Mexico,Ghana,2,0,0,2026
Morocco,Burundi,5,0,0,2026
Nigeria,Zimbabwe,2,0,1,2026
India,Jamaica,0,2,1,2026
Republic of Ireland,Qatar,1,0,0,2026
Egypt,Russia,1,0,0,2026
Andorra,Iraq,0,1,0,2026
Bosnia and Herzegovina,North Macedonia,0,0,0,2026
Iran,Gambia,3,1,0,2026
South Africa,Nicaragua,0,0,0,2026
Ecuador,Saudi Arabia,2,1,0,2026
South Korea,Trinidad and Tobago,5,0,0,2026
Mexico,Australia,1,0,0,2026
Scotland,Curaçao,4,1,0,2026
Zimbabwe,India,1,0,1,2026
Nigeria,Jamaica,3,0,1,2026
Brazil,Panama,6,2,0,2026
Cape Verde,Serbia,3,0,0,2026
Czech Republic,Kosovo,2,1,0,2026
Germany,Finland,4,0,0,2026
Poland,Ukraine,0,2,0,2026
Singapore,Mongolia,4,0,0,2026
Switzerland,Jordan,4,1,0,2026
United States,Senegal,3,2,0,2026
Japan,Iceland,1,0,0,2026
Austria,Tunisia,1,0,0,2026
Bulgaria,Montenegro,0,1,0,2026
Canada,Uzbekistan,2,0,0,2026
Colombia,Costa Rica,3,1,0,2026
Norway,Sweden,3,1,0,2026
Slovakia,Malta,2,1,0,2026
Turkey,North Macedonia,4,0,0,2026
Maldives,Afghanistan,0,1,1,2026
Croatia,Belgium,0,2,0,2026
Georgia,Romania,1,1,0,2026
Haiti,New Zealand,4,0,0,2026
Morocco,Madagascar,4,0,0,2026
Wales,Ghana,1,1,0,2026
Albania,Israel,0,1,0,2026
DR Congo,Denmark,0,0,0,2026
Gibraltar,British Virgin Islands,4,0,0,2026
South Korea,El Salvador,1,0,0,2026
Luxembourg,Italy,0,1,0,2026
Netherlands,Algeria,0,1,0,2026
Panama,Dominican Republic,4,2,0,2026
Poland,Nigeria,2,2,0,2026
Philippines,Guam,5,1,0,2026
Maldives,Pakistan,0,3,1,2026
Andorra,Liechtenstein,2,0,0,2026
Cambodia,Bhutan,4,0,0,2026
France,Ivory Coast,1,2,0,2026
Guatemala,Czech Republic,1,5,0,2026
Iran,Mali,2,0,0,2026
Lesotho,Kenya,1,1,0,2026
Mexico,Serbia,5,1,0,2026
Northern Ireland,Guinea,1,0,0,2026
Slovenia,Cyprus,1,1,0,2026
Spain,Iraq,1,1,0,2026
Sweden,Greece,2,2,0,2026
Angola,Mauritania,1,1,0,2026
Azerbaijan,Malta,0,2,0,2026
Belarus,Syria,4,1,0,2026
Canada,Republic of Ireland,1,1,0,2026
Georgia,Bahrain,2,0,0,2026
Haiti,Peru,1,2,0,2026
Hong Kong,Mongolia,2,0,0,2026
Hungary,Finland,2,1,0,2026
Indonesia,Oman,3,0,0,2026
Moldova,Bulgaria,2,2,0,2026
Paraguay,Nicaragua,4,0,0,2026
San Marino,Bangladesh,1,2,0,2026
Singapore,China,1,2,0,2026
Slovakia,Montenegro,2,2,0,2026
Tajikistan,India,3,1,0,2026
Thailand,Kuwait,2,2,0,2026
Russia,Burkina Faso,3,0,0,2026
Benin,Niger,1,1,0,2026
Central African Republic,Togo,1,1,0,2026
Puerto Rico,Saudi Arabia,0,3,0,2026
Vanuatu,Fiji,2,1,0,2026
Albania,Luxembourg,0,1,0,2026
Argentina,Honduras,2,0,0,2026
Armenia,Kazakhstan,1,1,0,2026
Australia,Switzerland,1,1,0,2026
Belgium,Tunisia,5,0,0,2026
Bermuda,Cape Verde,3,0,0,2026
Bolivia,Scotland,0,4,0,2026
Brazil,Egypt,2,1,0,2026
Curaçao,Aruba,4,0,0,2026
England,New Zealand,1,0,0,2026
Sierra Leone,Liberia,1,0,0,2026
Ethiopia,Malawi,1,0,0,2026
Gibraltar,Cayman Islands,4,1,0,2026
Jamaica,South Africa,0,1,0,2026
Kyrgyzstan,Palestine,0,0,0,2026
Panama,Bosnia and Herzegovina,1,1,0,2026
Portugal,Chile,2,1,0,2026
Qatar,El Salvador,0,0,0,2026
Romania,Wales,2,1,0,2026
United States,Germany,1,2,0,2026
British Virgin Islands,Bonaire,2,0,0,2026
Gibraltar,Cayman Islands,4,1,0,2026
Venezuela,Turkey,1,2,0,2026
Myanmar,Guam,6,1,1,2026
Lithuania,Latvia,1,1,1,2026
Estonia,Faroe Islands,1,0,1,2026
Afghanistan,Pakistan,0,2,1,2026
Croatia,Slovenia,2,1,0,2026
Ecuador,Guatemala,3,0,0,2026
Greece,Italy,0,1,0,2026
Jordan,Colombia,0,2,0,2026
Kosovo,Andorra,3,0,0,2026
Liechtenstein,Cyprus,0,2,0,2026
Morocco,Norway,1,1,0,2026
Denmark,Ukraine,2,1,0,2026
France,Northern Ireland,3,1,0,2026
Netherlands,Uzbekistan,2,1,0,2026
Peru,Spain,1,3,0,2026
Mauritania,Niger,1,0,0,2026
Angola,Central African Republic,3,0,0,2026
Argentina,Iceland,3,0,0,2026
Armenia,Moldova,1,1,0,2026
Azerbaijan,San Marino,2,1,0,2026
Belarus,Burkina Faso,2,2,0,2026
Cambodia,Hong Kong,2,0,0,2026
China,Thailand,0,0,0,2026
DR Congo,Chile,1,2,0,2026
Equatorial Guinea,Comoros,0,1,0,2026
Ethiopia,Malawi,1,1,0,2026
Hungary,Kazakhstan,3,1,0,2026
Indonesia,Mozambique,1,0,0,2026
Kyrgyzstan,Palestine,0,0,0,2026
Saudi Arabia,Senegal,0,0,0,2026
Tajikistan,India,1,1,0,2026
Philippines,Myanmar,5,1,1,2026
Latvia,Faroe Islands,0,1,1,2026
Estonia,Lithuania,1,0,1,2026
Russia,Trinidad and Tobago,3,0,0,2026
Togo,Benin,5,1,0,2026
Liberia,Sierra Leone,3,1,0,2026
Iraq,Venezuela,0,2,0,2026
Bolivia,Algeria,0,4,0,2026
England,Costa Rica,3,0,0,2026
Portugal,Nigeria,2,1,0,2026
Afghanistan,Pakistan,0,2,1,2026
